ride_id,user_id,driver_id,pickup_location,drop_location,fare,distance_km,ride_time,user_name,driver_name
38f25c39,U1068,D2283,Whitefield,Jayanagar,54.5,8.65,22-04-2023 22:14,User_68,Driver_283
d3c999f7,U1499,D2277,Koramangala,Marathahalli,243.41,8.72,28-02-2023 14:38,User_499,Driver_277
59e2676e,U1445,D2038,Indiranagar,BTM,292.47,13.6,05-01-2023 09:29,User_445,Driver_38
d368bbd9,U1196,D2110,MG Road,Hebbal,111.21,19.66,04-04-2023 05:57,User_196,Driver_110
f0bea2f6,U1373,D2145,MG Road,Hebbal,113.95,5.11,24-04-2023 07:11,User_373,Driver_145
c7f07a97,U1254,D2095,HSR,Electronic City,242.7,16.57,18-06-2023 20:35,User_254,Driver_95
0d736ca1,U1002,D2161,HSR,Marathahalli,154,19.99,23-06-2023 06:20,User_2,Driver_161
4712a34a,U1136,D2209,HSR,Electronic City,58.5,13.99,09-01-2023 01:43,User_136,Driver_209
d093c629,U1240,D2114,MG Road,Marathahalli,88.7,6.56,20-05-2023 06:09,User_240,Driver_114
7c2a6cf2,U1082,D2232,MG Road,Jayanagar,294.09,15.77,07-05-2023 17:16,User_82,Driver_232
43efe6d1,U1009,D2154,Koramangala,Jayanagar,273.28,10.01,07-03-2023 21:56,User_9,Driver_154
d464ddbf,U1281,D2207,MG Road,Electronic City,141.82,2.54,16-04-2023 15:33,User_281,Driver_207
2126c643,U1381,D2069,Indiranagar,Electronic City,42.91,14.75,10-02-2023 11:33,User_381,Driver_69
f8261c68,U1338,D2275,Whitefield,Hebbal,173.83,18.57,13-04-2023 16:29,User_338,Driver_275
379765ec,U1378,D2025,Whitefield,BTM,215.2,3.48,24-04-2023 19:53,User_378,Driver_25
439cf292,U1362,D2255,Koramangala,BTM,108.76,13.27,19-03-2023 16:25,User_362,Driver_255
81656287,U1096,D2156,Koramangala,Electronic City,198.76,5.87,24-01-2023 00:18,User_96,Driver_156
e7ab97ba,U1094,D2010,Whitefield,Jayanagar,134.16,8.91,16-02-2023 00:21,User_94,Driver_10
769fc51c,U1435,D2224,Koramangala,Jayanagar,275.28,10.63,10-06-2023 20:12,User_435,Driver_224
19f4bd10,U1164,D2134,HSR,Hebbal,285.6,8.44,19-06-2023 05:36,User_164,Driver_134
d39fc9a1,U1302,D2084,HSR,Electronic City,175.3,16.39,26-04-2023 03:50,User_302,Driver_84
7fce028b,U1399,D2244,MG Road,Electronic City,79.83,12.28,06-02-2023 20:12,User_399,Driver_244
0d019431,U1322,D2191,Whitefield,Marathahalli,178.89,17.63,06-02-2023 15:51,User_322,Driver_191
95e47b76,U1218,D2096,Whitefield,Jayanagar,276.77,14.77,03-01-2023 10:00,User_218,Driver_96
a685c133,U1302,D2214,Koramangala,Hebbal,232.31,10.84,03-06-2023 00:26,User_302,Driver_214
3e18e594,U1217,D2201,MG Road,Electronic City,223.98,2.01,17-02-2023 02:53,User_217,Driver_201
5098c161,U1061,D2263,Koramangala,Marathahalli,103.73,5.44,27-06-2023 13:40,User_61,Driver_263
c7ebd57a,U1408,D2197,HSR,Marathahalli,248.55,16.13,06-03-2023 09:22,User_408,Driver_197
ff6d7bdc,U1055,D2270,Whitefield,Hebbal,92.42,3.16,11-02-2023 21:03,User_55,Driver_270
f02e8c18,U1011,D2234,HSR,BTM,292.44,10.32,31-01-2023 13:35,User_11,Driver_234
95e8ba36,U1459,D2150,HSR,BTM,170.54,17.13,06-03-2023 22:11,User_459,Driver_150
603cb619,U1330,D2236,Whitefield,Hebbal,53.54,10.72,13-04-2023 06:29,User_330,Driver_236
43d3cf17,U1282,D2041,MG Road,Jayanagar,285.41,11.65,17-04-2023 01:37,User_282,Driver_41
3332ecf9,U1087,D2172,MG Road,Electronic City,155.55,4.89,26-05-2023 10:21,User_87,Driver_172
214b7653,U1143,D2053,HSR,BTM,39.19,12.94,23-04-2023 05:30,User_143,Driver_53
e822c72d,U1263,D2271,Whitefield,BTM,253.47,5.59,21-06-2023 20:25,User_263,Driver_271
c506929c,U1435,D2238,MG Road,Electronic City,128.55,14.41,04-03-2023 16:27,User_435,Driver_238
f93063c1,U1040,D2020,HSR,BTM,217.63,5.57,17-05-2023 08:46,User_40,Driver_20
0647fdd1,U1262,D2213,HSR,Marathahalli,59.25,19.32,12-01-2023 20:33,User_262,Driver_213
5baa61c6,U1388,D2224,Koramangala,Marathahalli,227.66,10.99,22-04-2023 05:12,User_388,Driver_224
470120f0,U1014,D2265,Koramangala,Marathahalli,283.15,14.08,17-01-2023 16:39,User_14,Driver_265
bda18d3f,U1196,D2193,Indiranagar,Electronic City,219.16,8.62,23-04-2023 21:41,User_196,Driver_193
f5739ec8,U1295,D2132,HSR,Hebbal,244.28,7.17,15-04-2023 16:55,User_295,Driver_132
1fe63478,U1141,D2114,Koramangala,Marathahalli,86.02,4.23,30-06-2023 12:10,User_141,Driver_114
7fdd2160,U1329,D2289,Indiranagar,Marathahalli,287.96,15.98,23-03-2023 21:54,User_329,Driver_289
730dc6c9,U1279,D2195,Indiranagar,Hebbal,42.32,6.96,18-04-2023 11:57,User_279,Driver_195
d6c5ce16,U1470,D2261,MG Road,Electronic City,221.55,18.34,23-04-2023 21:37,User_470,Driver_261
9e2edd44,U1490,D2193,Koramangala,Electronic City,52.7,14.31,11-02-2023 22:32,User_490,Driver_193
deacde6b,U1400,D2252,Koramangala,Jayanagar,57.4,14.86,30-01-2023 15:20,User_400,Driver_252
10136612,U1042,D2090,HSR,Jayanagar,35.51,8.79,14-03-2023 10:40,User_42,Driver_90
cf30d76f,U1490,D2284,Indiranagar,Hebbal,165.21,4.5,03-02-2023 22:12,User_490,Driver_284
5a55ea62,U1089,D2040,HSR,Electronic City,41.45,6.19,18-02-2023 16:16,User_89,Driver_40
3b4817d0,U1272,D2077,Indiranagar,Jayanagar,220.75,6.16,20-02-2023 17:32,User_272,Driver_77
a623cc63,U1114,D2184,HSR,BTM,87.88,19.97,12-03-2023 11:37,User_114,Driver_184
1334d4de,U1027,D2144,Indiranagar,BTM,225.56,15.78,22-03-2023 04:29,User_27,Driver_144
6f1ec217,U1378,D2253,Indiranagar,Electronic City,269.83,4.98,29-04-2023 07:22,User_378,Driver_253
81919be3,U1153,D2267,HSR,Jayanagar,259.46,12.01,04-05-2023 14:18,User_153,Driver_267
e8d8dd2f,U1181,D2008,HSR,Jayanagar,241.3,2.36,13-05-2023 10:34,User_181,Driver_8
7f3d1bc5,U1068,D2255,Koramangala,Electronic City,164.03,11.53,06-05-2023 02:35,User_68,Driver_255
68d64936,U1127,D2153,Koramangala,Jayanagar,275.52,18.53,23-06-2023 06:01,User_127,Driver_153
1066da58,U1099,D2143,HSR,Hebbal,298.63,5.93,29-01-2023 00:48,User_99,Driver_143
0c47e035,U1466,D2113,Whitefield,Jayanagar,115.39,6.71,11-04-2023 06:15,User_466,Driver_113
c5c3b683,U1086,D2154,HSR,Marathahalli,53.86,7.33,20-04-2023 15:11,User_86,Driver_154
c09c87c8,U1046,D2018,HSR,BTM,166.53,18.34,29-05-2023 00:33,User_46,Driver_18
56270959,U1240,D2182,HSR,Marathahalli,228.82,19.72,21-05-2023 14:54,User_240,Driver_182
f9fdce08,U1424,D2144,Koramangala,Marathahalli,190.78,11.23,03-04-2023 23:56,User_424,Driver_144
c2a9487e,U1106,D2009,Whitefield,Marathahalli,225.21,3.72,26-05-2023 06:52,User_106,Driver_9
36115465,U1143,D2216,HSR,Hebbal,238.81,2.92,19-06-2023 19:47,User_143,Driver_216
2314d129,U1338,D2093,Whitefield,BTM,129.33,3.5,03-05-2023 13:25,User_338,Driver_93
6c6c976e,U1232,D2185,Whitefield,BTM,213.11,10.39,28-03-2023 17:53,User_232,Driver_185
50241add,U1179,D2256,MG Road,BTM,38.27,13.64,26-02-2023 21:14,User_179,Driver_256
e99856e4,U1108,D2280,HSR,Jayanagar,50.72,10.99,16-05-2023 12:29,User_108,Driver_280
c40645ef,U1377,D2156,HSR,Jayanagar,207.79,16.03,04-05-2023 10:23,User_377,Driver_156
4d7d03f9,U1353,D2200,Koramangala,Electronic City,220.02,12.42,30-06-2023 14:34,User_353,Driver_200
d3f86168,U1074,D2061,HSR,Jayanagar,162.59,12.89,06-02-2023 03:02,User_74,Driver_61
5144c71d,U1399,D2071,HSR,Hebbal,195.54,15.31,14-04-2023 23:03,User_399,Driver_71
260ba72e,U1309,D2238,MG Road,Marathahalli,108.27,18.4,26-02-2023 12:36,User_309,Driver_238
94af9e28,U1075,D2207,MG Road,Marathahalli,274.31,10.65,15-04-2023 18:04,User_75,Driver_207
a33d4094,U1191,D2142,Whitefield,Hebbal,181.01,2.29,07-06-2023 13:51,User_191,Driver_142
1de2b300,U1452,D2152,MG Road,Marathahalli,133.76,8.82,26-02-2023 12:43,User_452,Driver_152
7f68b0ef,U1295,D2003,MG Road,Electronic City,295.12,19.81,13-02-2023 23:54,User_295,Driver_3
49e88093,U1066,D2288,Whitefield,Jayanagar,282.96,6.08,09-01-2023 06:36,User_66,Driver_288
4d5692f0,U1065,D2166,Koramangala,Electronic City,271.93,3.88,23-01-2023 15:20,User_65,Driver_166
a89ac44d,U1181,D2082,Koramangala,BTM,141.07,19.3,13-04-2023 08:13,User_181,Driver_82
6170fd7d,U1245,D2175,Koramangala,BTM,63.04,3,08-05-2023 06:10,User_245,Driver_175
1609a1b3,U1300,D2107,Indiranagar,Jayanagar,251.89,6.56,18-02-2023 18:35,User_300,Driver_107
5d8e17e6,U1295,D2253,HSR,Hebbal,206.42,12.46,06-02-2023 05:07,User_295,Driver_253
0819afc8,U1325,D2286,Koramangala,Electronic City,124.54,4.69,16-06-2023 00:18,User_325,Driver_286
12b69c33,U1145,D2170,MG Road,BTM,96.91,14.18,23-02-2023 00:00,User_145,Driver_170
54a8d610,U1207,D2085,Koramangala,Hebbal,191.75,6.3,17-06-2023 09:15,User_207,Driver_85
f939f526,U1033,D2279,Indiranagar,Electronic City,136.63,8.34,26-05-2023 01:47,User_33,Driver_279
92093fcf,U1239,D2091,Whitefield,Jayanagar,32.97,6.88,13-02-2023 09:38,User_239,Driver_91
c56ffb43,U1213,D2295,HSR,Marathahalli,296.26,13.05,02-01-2023 10:07,User_213,Driver_295
805ff482,U1072,D2209,Whitefield,Electronic City,267.13,13.32,12-05-2023 22:33,User_72,Driver_209
91c6e393,U1123,D2192,MG Road,Hebbal,122.35,17.34,16-03-2023 11:23,User_123,Driver_192
052cb0b3,U1070,D2051,Koramangala,Jayanagar,221.73,13.83,14-06-2023 05:18,User_70,Driver_51
99d414d1,U1100,D2062,Indiranagar,Hebbal,212.37,17.3,26-01-2023 14:07,User_100,Driver_62
2805260a,U1102,D2241,Whitefield,BTM,225.64,5.73,17-04-2023 12:50,User_102,Driver_241
ac6d926a,U1133,D2288,HSR,Electronic City,132.83,19.27,16-05-2023 18:24,User_133,Driver_288
fdef599a,U1386,D2172,Whitefield,BTM,83.45,3.25,07-03-2023 21:52,User_386,Driver_172
ad3ab2c3,U1327,D2207,Koramangala,BTM,156.21,14.67,01-02-2023 20:01,User_327,Driver_207
954c6188,U1432,D2255,Koramangala,BTM,48.21,16.47,27-06-2023 04:51,User_432,Driver_255
6b898f76,U1407,D2072,HSR,Jayanagar,119.71,5.45,27-02-2023 21:38,User_407,Driver_72
29ce7c2c,U1374,D2088,Indiranagar,Marathahalli,59.23,14.08,29-05-2023 19:08,User_374,Driver_88
14ab6364,U1311,D2159,HSR,Hebbal,180.19,16.92,29-03-2023 06:08,User_311,Driver_159
06daf2c2,U1207,D2166,Indiranagar,Electronic City,186.43,5.33,21-03-2023 05:56,User_207,Driver_166
408bcb6d,U1466,D2154,Indiranagar,Jayanagar,53.97,8.65,20-05-2023 04:11,User_466,Driver_154
265e15b8,U1277,D2277,Whitefield,Electronic City,39.17,3.29,28-02-2023 09:45,User_277,Driver_277
7ad50f6f,U1269,D2050,Whitefield,Electronic City,107.34,19.57,06-01-2023 22:12,User_269,Driver_50
99b63ab6,U1281,D2173,Indiranagar,Marathahalli,288.95,2.85,16-05-2023 15:15,User_281,Driver_173
1409c2c2,U1094,D2011,Koramangala,BTM,190.42,6.53,09-02-2023 20:49,User_94,Driver_11
e6ac3871,U1412,D2131,Koramangala,Electronic City,244.17,8.98,08-04-2023 14:22,User_412,Driver_131
4cb5aa41,U1480,D2245,MG Road,BTM,103.29,7.53,09-01-2023 07:46,User_480,Driver_245
2fcb863e,U1035,D2140,Koramangala,Hebbal,266.81,3.57,25-01-2023 06:43,User_35,Driver_140
37d7610a,U1063,D2229,Koramangala,BTM,196.02,7.54,12-06-2023 03:15,User_63,Driver_229
72534b93,U1454,D2132,MG Road,Jayanagar,50.9,6.38,31-05-2023 10:55,User_454,Driver_132
a863bbb1,U1148,D2183,HSR,Hebbal,239.33,7.5,05-01-2023 22:15,User_148,Driver_183
7a3b45f7,U1212,D2073,Indiranagar,Hebbal,243.29,4.7,23-03-2023 15:13,User_212,Driver_73
d8e05c0f,U1066,D2164,Whitefield,Hebbal,241.58,10.96,04-04-2023 14:21,User_66,Driver_164
a4bb2cf9,U1123,D2126,MG Road,BTM,240.58,6.71,24-02-2023 18:31,User_123,Driver_126
b91e5501,U1144,D2111,MG Road,Jayanagar,154.89,16.04,25-04-2023 23:56,User_144,Driver_111
01f5ef61,U1100,D2100,HSR,Marathahalli,171.38,6.32,09-02-2023 03:31,User_100,Driver_100
c2dc00e7,U1325,D2233,Whitefield,BTM,112.09,3.06,26-06-2023 11:08,User_325,Driver_233
d82f4003,U1255,D2176,Whitefield,Jayanagar,54.69,17.08,26-01-2023 06:11,User_255,Driver_176
9dc2ca1c,U1356,D2012,HSR,Electronic City,166.18,7.67,11-03-2023 19:23,User_356,Driver_12
7284508a,U1139,D2076,Indiranagar,Marathahalli,171.78,9.42,03-01-2023 13:28,User_139,Driver_76
c4cf6d3e,U1425,D2078,Indiranagar,Electronic City,293.53,7.92,17-01-2023 17:39,User_425,Driver_78
e6ec0749,U1000,D2095,HSR,Hebbal,73.85,8.17,24-05-2023 10:18,User_0,Driver_95
3cc66a43,U1170,D2074,MG Road,Electronic City,244.6,10.03,15-01-2023 12:50,User_170,Driver_74
4b7f5584,U1300,D2206,Indiranagar,BTM,96.29,5.78,25-05-2023 20:04,User_300,Driver_206
306ac0a1,U1327,D2244,MG Road,Jayanagar,260.31,3.03,31-01-2023 21:16,User_327,Driver_244
cd9c4f6d,U1139,D2039,Indiranagar,BTM,70.87,4.14,07-03-2023 16:59,User_139,Driver_39
555565a3,U1074,D2103,Whitefield,Electronic City,111.84,10.01,08-06-2023 00:11,User_74,Driver_103
22de2746,U1295,D2051,Koramangala,Marathahalli,107.09,3.86,17-01-2023 08:40,User_295,Driver_51
5f1b933d,U1031,D2234,HSR,BTM,276.3,6.07,18-03-2023 11:30,User_31,Driver_234
5d568135,U1185,D2223,Whitefield,Marathahalli,279.16,10.61,03-03-2023 11:14,User_185,Driver_223
dbc9a328,U1496,D2071,MG Road,Jayanagar,104.98,9.6,23-02-2023 15:34,User_496,Driver_71
a5dd403b,U1436,D2283,Indiranagar,Marathahalli,39.18,14.98,25-06-2023 18:54,User_436,Driver_283
fa5121a6,U1386,D2225,Whitefield,Jayanagar,75.16,7.25,13-06-2023 12:52,User_386,Driver_225
db118bcc,U1017,D2150,Koramangala,Electronic City,129.01,7.74,04-06-2023 02:08,User_17,Driver_150
fdb15330,U1071,D2049,MG Road,Jayanagar,53.88,15.72,02-06-2023 19:15,User_71,Driver_49
df749edb,U1141,D2298,Koramangala,Marathahalli,137.89,14.44,24-06-2023 22:30,User_141,Driver_298
e3a8314a,U1330,D2162,Indiranagar,Marathahalli,151.02,8.25,18-06-2023 16:33,User_330,Driver_162
61aeb450,U1038,D2275,HSR,Jayanagar,62.31,6.52,25-04-2023 06:51,User_38,Driver_275
4ae677c5,U1015,D2254,HSR,Hebbal,171.64,16.96,08-03-2023 21:46,User_15,Driver_254
d3b8f0c5,U1246,D2247,HSR,Jayanagar,261.63,14.29,11-02-2023 14:05,User_246,Driver_247
bdb54bb6,U1144,D2187,Whitefield,Jayanagar,117.14,16.25,12-04-2023 22:21,User_144,Driver_187
434217b3,U1261,D2277,Indiranagar,Hebbal,235.36,13.52,24-01-2023 10:23,User_261,Driver_277
28199a2b,U1168,D2273,Whitefield,Marathahalli,290.9,7.05,22-02-2023 05:37,User_168,Driver_273
14353838,U1395,D2134,Indiranagar,Hebbal,198.96,18.23,31-05-2023 22:03,User_395,Driver_134
eeca0e5d,U1107,D2040,HSR,Marathahalli,100.11,19.27,08-06-2023 23:18,User_107,Driver_40
cf19a2b4,U1071,D2130,Indiranagar,Marathahalli,168.8,17.32,17-01-2023 00:55,User_71,Driver_130
e19871e5,U1362,D2155,HSR,Hebbal,31.06,15.28,02-04-2023 11:56,User_362,Driver_155
925f4d8d,U1290,D2266,Koramangala,Hebbal,131.97,7.55,18-01-2023 15:22,User_290,Driver_266
186f0d0e,U1321,D2269,Koramangala,Hebbal,103.89,8.48,02-04-2023 01:27,User_321,Driver_269
3.40E+74,U1222,D2118,Koramangala,BTM,205.53,2.19,14-02-2023 17:33,User_222,Driver_118
1e02aad3,U1472,D2087,Indiranagar,Jayanagar,60.42,9.51,04-01-2023 10:40,User_472,Driver_87
657ea414,U1436,D2260,Indiranagar,Jayanagar,153.45,3.51,27-06-2023 06:13,User_436,Driver_260
9d8502aa,U1191,D2160,Indiranagar,BTM,189.47,11.78,19-02-2023 09:09,User_191,Driver_160
cdd1baba,U1356,D2287,HSR,Marathahalli,191.03,14.02,11-01-2023 13:15,User_356,Driver_287
658111c4,U1339,D2216,Whitefield,Marathahalli,284.47,8.25,21-03-2023 03:10,User_339,Driver_216
1f11e62e,U1028,D2292,Indiranagar,Jayanagar,267.96,16.1,21-05-2023 17:00,User_28,Driver_292
597ae686,U1127,D2117,Koramangala,BTM,298.37,7.05,24-03-2023 06:19,User_127,Driver_117
7.04E+14,U1070,D2159,Indiranagar,Electronic City,251.35,6.95,24-03-2023 08:26,User_70,Driver_159
a82e4955,U1222,D2159,MG Road,Electronic City,266.42,15.33,10-04-2023 00:27,User_222,Driver_159
4acd4067,U1318,D2121,Koramangala,Marathahalli,108.39,15.26,16-02-2023 07:14,User_318,Driver_121
fb50c037,U1120,D2062,MG Road,Electronic City,162.21,17.54,30-04-2023 16:30,User_120,Driver_62
af96642c,U1338,D2059,Indiranagar,Hebbal,147.46,12.91,16-04-2023 07:30,User_338,Driver_59
4754d0c4,U1277,D2053,MG Road,Electronic City,238.17,16.91,12-06-2023 07:14,User_277,Driver_53
59bcf7a1,U1035,D2241,Indiranagar,BTM,160.6,12.99,30-05-2023 09:03,User_35,Driver_241
004dd332,U1129,D2040,Indiranagar,BTM,100.3,2.75,27-06-2023 05:46,User_129,Driver_40
ceda17a4,U1401,D2134,Whitefield,BTM,253.59,14.95,06-02-2023 17:04,User_401,Driver_134
6378a8ec,U1091,D2270,Koramangala,BTM,48.69,4.54,06-04-2023 03:07,User_91,Driver_270
7fc4174a,U1069,D2228,Indiranagar,Electronic City,72.53,16.16,28-02-2023 15:29,User_69,Driver_228
01ca0846,U1446,D2270,HSR,Hebbal,205.19,13.96,07-03-2023 12:53,User_446,Driver_270
cf80a4a0,U1402,D2161,MG Road,Jayanagar,126.28,12.64,06-04-2023 07:53,User_402,Driver_161
310beb82,U1356,D2115,Koramangala,Marathahalli,124.03,3.78,07-05-2023 17:00,User_356,Driver_115
03f59e85,U1485,D2094,Koramangala,Electronic City,90.86,16.78,29-05-2023 18:41,User_485,Driver_94
57a5d880,U1169,D2289,MG Road,Marathahalli,223.86,3.93,16-06-2023 03:42,User_169,Driver_289
0a1ebff3,U1250,D2210,Indiranagar,Marathahalli,87.19,7.07,29-04-2023 15:10,User_250,Driver_210
364e5794,U1084,D2141,Whitefield,Jayanagar,109.3,10.86,13-04-2023 22:40,User_84,Driver_141
7cf9aa70,U1054,D2277,Whitefield,Electronic City,258.48,7.87,16-01-2023 17:37,User_54,Driver_277
a8c77845,U1050,D2123,Indiranagar,Electronic City,228.92,15.68,10-05-2023 14:33,User_50,Driver_123
905bfc82,U1102,D2150,Indiranagar,Hebbal,258.01,9.92,07-01-2023 06:24,User_102,Driver_150
5e786811,U1056,D2128,Indiranagar,Hebbal,95.4,13.39,25-01-2023 06:20,User_56,Driver_128
a526dc95,U1471,D2097,MG Road,Electronic City,188.56,17.55,04-03-2023 10:56,User_471,Driver_97
65dae7cb,U1241,D2097,Whitefield,Hebbal,91.62,2.31,27-03-2023 17:00,User_241,Driver_97
754cce6e,U1358,D2191,HSR,Hebbal,223.8,13.86,14-05-2023 16:31,User_358,Driver_191
694f8ab9,U1250,D2091,Koramangala,Electronic City,80.94,5.31,06-01-2023 17:01,User_250,Driver_91
ceb1df44,U1250,D2118,HSR,Jayanagar,175.87,9.63,04-02-2023 19:48,User_250,Driver_118
b00ed36c,U1069,D2268,HSR,Jayanagar,222.47,7.65,22-01-2023 16:29,User_69,Driver_268
1b274ad2,U1199,D2108,Koramangala,Marathahalli,138.9,6.52,03-04-2023 09:08,User_199,Driver_108
b42c76a5,U1098,D2109,Koramangala,BTM,207.16,17.8,12-02-2023 11:53,User_98,Driver_109
7ee49f37,U1430,D2159,MG Road,BTM,202.43,11.16,22-05-2023 13:53,User_430,Driver_159
ebaa3263,U1450,D2167,MG Road,Hebbal,114.93,5.07,31-01-2023 10:49,User_450,Driver_167
28c1e9c2,U1200,D2033,MG Road,Electronic City,132.63,9.84,19-01-2023 11:32,User_200,Driver_33
6bc1f4f9,U1046,D2206,MG Road,Hebbal,259.09,9.28,23-01-2023 06:34,User_46,Driver_206
df95aa67,U1089,D2159,MG Road,BTM,274.51,2.31,26-02-2023 02:30,User_89,Driver_159
53e712f6,U1427,D2292,Koramangala,Electronic City,62.06,6.4,20-04-2023 09:54,User_427,Driver_292
76a98b3d,U1176,D2294,HSR,BTM,131.45,17.98,05-05-2023 12:47,User_176,Driver_294
3e0bc4f9,U1309,D2125,Koramangala,Electronic City,183.15,14.78,03-04-2023 16:42,User_309,Driver_125
68118216,U1104,D2010,MG Road,BTM,274.12,5.74,25-05-2023 06:08,User_104,Driver_10
a364f2ff,U1336,D2120,Koramangala,Electronic City,87.49,11.74,10-04-2023 05:28,User_336,Driver_120
3f1cbc01,U1151,D2095,Koramangala,Electronic City,133.63,8.15,31-03-2023 01:09,User_151,Driver_95
15bd85fa,U1455,D2061,MG Road,BTM,227.71,5.96,01-01-2023 17:19,User_455,Driver_61
052a2e04,U1260,D2156,MG Road,Jayanagar,273.24,11.61,15-02-2023 21:32,User_260,Driver_156
24a75c18,U1227,D2042,Koramangala,Marathahalli,253.75,19.89,17-03-2023 01:20,User_227,Driver_42
cfa95e39,U1361,D2079,MG Road,Hebbal,32.72,12.36,10-01-2023 01:17,User_361,Driver_79
55a4b135,U1256,D2094,Koramangala,BTM,99.4,13.35,01-05-2023 22:47,User_256,Driver_94
45baad78,U1036,D2229,Whitefield,Hebbal,63.23,14.5,25-04-2023 04:17,User_36,Driver_229
554cfb2b,U1170,D2017,Indiranagar,Electronic City,174.51,15.8,04-02-2023 12:28,User_170,Driver_17
05bcaa0b,U1228,D2275,MG Road,BTM,136.76,10.55,28-02-2023 20:31,User_228,Driver_275
3c87946b,U1315,D2142,MG Road,Hebbal,172.12,17.74,16-05-2023 21:29,User_315,Driver_142
bdd8baef,U1327,D2194,Koramangala,Hebbal,221.32,4.26,30-05-2023 11:07,User_327,Driver_194
378f3d3a,U1031,D2034,Koramangala,Hebbal,290.11,2.56,12-06-2023 01:32,User_31,Driver_34
46b2d845,U1165,D2270,MG Road,Jayanagar,138.08,16.08,24-04-2023 21:32,User_165,Driver_270
042242a7,U1284,D2074,Whitefield,BTM,258.26,10.25,12-03-2023 11:01,User_284,Driver_74
d103b689,U1071,D2123,Indiranagar,Electronic City,264.22,17.68,18-01-2023 21:51,User_71,Driver_123
5000f534,U1453,D2291,MG Road,Electronic City,43.23,12.16,10-03-2023 02:54,User_453,Driver_291
aedcadff,U1041,D2228,Koramangala,Hebbal,67.64,12.02,26-02-2023 10:51,User_41,Driver_228
256f62d8,U1421,D2278,Indiranagar,Marathahalli,271.41,7.18,06-02-2023 23:53,User_421,Driver_278
0ee005c9,U1303,D2034,Koramangala,Hebbal,70.79,18.3,23-06-2023 14:31,User_303,Driver_34
b43e7818,U1499,D2185,MG Road,BTM,253.74,5.07,01-01-2023 16:32,User_499,Driver_185
fe0d8df7,U1144,D2229,Indiranagar,Hebbal,276.41,9.8,16-05-2023 07:23,User_144,Driver_229
ed0eed97,U1454,D2279,MG Road,Marathahalli,113.35,8.85,27-02-2023 09:31,User_454,Driver_279
dfa9a015,U1489,D2127,Whitefield,Hebbal,231.29,5.01,14-03-2023 14:37,User_489,Driver_127
1ce0ee08,U1453,D2220,MG Road,BTM,180.67,15.28,26-03-2023 23:43,User_453,Driver_220
9374fa32,U1270,D2161,Koramangala,Jayanagar,65.5,12.07,18-02-2023 12:07,User_270,Driver_161
0aa00f72,U1323,D2019,MG Road,BTM,203.58,7.54,11-06-2023 06:20,User_323,Driver_19
7f816788,U1231,D2228,Whitefield,Electronic City,49.39,8.68,01-03-2023 01:25,User_231,Driver_228
35219ad5,U1108,D2053,Whitefield,BTM,51.09,15.96,24-04-2023 04:29,User_108,Driver_53
8a6fff2d,U1345,D2287,Indiranagar,Hebbal,205.94,16.55,08-01-2023 14:46,User_345,Driver_287
a7d17ba5,U1461,D2055,Indiranagar,Electronic City,154.23,11.83,28-04-2023 23:43,User_461,Driver_55
134adbab,U1447,D2075,HSR,Electronic City,121.68,8.53,05-01-2023 08:15,User_447,Driver_75
059514a3,U1294,D2235,MG Road,Jayanagar,273.27,11.58,21-06-2023 18:47,User_294,Driver_235
a264a538,U1299,D2189,Koramangala,BTM,168.58,14.51,26-02-2023 02:53,User_299,Driver_189
83f20d29,U1175,D2206,MG Road,Marathahalli,46.19,8.49,26-01-2023 18:35,User_175,Driver_206
96e09f36,U1364,D2068,Koramangala,Marathahalli,187.26,13.34,09-04-2023 16:20,User_364,Driver_68
51ae3e6b,U1342,D2240,Indiranagar,Jayanagar,253.81,9.57,23-02-2023 20:52,User_342,Driver_240
d3400456,U1252,D2016,Koramangala,Marathahalli,265.44,15.92,28-04-2023 07:11,User_252,Driver_16
84337d8c,U1294,D2282,HSR,BTM,184.41,5.74,17-02-2023 13:30,User_294,Driver_282
5a683510,U1039,D2191,MG Road,Hebbal,102.09,12.61,10-03-2023 03:09,User_39,Driver_191
22a3cf4d,U1497,D2111,Whitefield,BTM,287.43,6.97,21-05-2023 03:37,User_497,Driver_111
4741e1dc,U1266,D2121,Indiranagar,Electronic City,86.48,9.75,16-06-2023 08:14,User_266,Driver_121
cb3856f2,U1337,D2180,HSR,Marathahalli,188.59,15.9,12-02-2023 03:58,User_337,Driver_180
10cc9a04,U1422,D2195,Whitefield,BTM,193.46,12.54,30-04-2023 07:50,User_422,Driver_195
6187845e,U1083,D2171,HSR,Marathahalli,209.06,18.48,23-01-2023 18:20,User_83,Driver_171
3d4b8a3c,U1279,D2248,Indiranagar,Jayanagar,51.09,16.52,20-06-2023 13:48,User_279,Driver_248
d95431d0,U1051,D2080,HSR,Marathahalli,125.18,3.72,19-01-2023 06:39,User_51,Driver_80
1f6c5ab8,U1447,D2018,Indiranagar,Electronic City,243.3,2.09,24-04-2023 02:59,User_447,Driver_18
573752b6,U1274,D2015,HSR,BTM,232.04,8.41,13-04-2023 17:21,User_274,Driver_15
c83ac3ea,U1298,D2004,Whitefield,Marathahalli,77.72,14.6,15-04-2023 15:47,User_298,Driver_4
2f8fc02c,U1207,D2293,Koramangala,Marathahalli,297.48,4.99,27-05-2023 05:00,User_207,Driver_293
